Id,Id_user,Id_item,App_name,Genres,Developer,Release_date,Price,Recommend,Posted,Sentiment_analysis,Playtime_forever
317360uzzumymw,uzzumymw,317360,Double Action: Boogaloo,Action,Double Action Factory,2014.0,0.0,1,2015,2,82
282070GetInTheVoiD,GetInTheVoiD,282070,This War of Mine,Adventure,11 bit studios,2014.0,19.99,1,2014,1,361
301520youmothersz4life,youmothersz4life,301520,Robocraft,Action,Freejam,2017.0,0.0,1,2014,1,2097
222880mudcakez,mudcakez,222880,Insurgency,Action,New World Interactive,2014.0,9.99,1,2014,1,7092
206210valentino0429,valentino0429,206210,Gotham City Impostors Free to Play,Action,"Monolith Productions, Inc.",2012.0,0.0,1,2015,1,30
211820valentino0429,valentino0429,211820,Starbound,Action,Chucklefish,2016.0,14.99,1,2015,1,483
203160ckwilliam,ckwilliam,203160,Tomb Raider,Action,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2013.0,19.99,1,2015,1,337
271590ckwilliam,ckwilliam,271590,Grand Theft Auto V,Action,Rockstar North,2015.0,39.99,1,2015,1,5420
340170ckwilliam,ckwilliam,340170,FINAL FANTASY TYPE-0™ HD,Action,Square Enix,2015.0,29.99,1,2015,1,1407
310380falfouchinskaia,falfouchinskaia,310380,Fractured Space,Action,Edge Case Games Ltd.,2016.0,0.0,1,2015,2,383
325610falfouchinskaia,falfouchinskaia,325610,Total War: ATTILA,Strategy,Creative Assembly,2015.0,44.99,0,2015,1,19446
22288076561197984271449,76561197984271449,222880,Insurgency,Action,New World Interactive,2014.0,9.99,1,2014,2,17306
38740mrhuffenpuff,mrhuffenpuff,38740,EDGE,Action,Two Tribes,2011.0,6.99,1,2013,2,123
730mrhuffenpuff,mrhuffenpuff,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2014,2,200880
200710mrhuffenpuff,mrhuffenpuff,200710,Torchlight II,Action,Runic Games,2012.0,19.99,1,2014,1,151
203140mrhuffenpuff,mrhuffenpuff,203140,Hitman: Absolution™,Action,"Io-Interactive A/S,Feral Interactive (Mac)",2012.0,19.99,1,2014,1,773
234670mrhuffenpuff,mrhuffenpuff,234670,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,Action,CyberConnect2 Co. Ltd.,2013.0,19.99,1,2015,1,462
222880mrhuffenpuff,mrhuffenpuff,222880,Insurgency,Action,New World Interactive,2014.0,9.99,1,2014,1,3082
291550mrhuffenpuff,mrhuffenpuff,291550,Brawlhalla,Action,Blue Mammoth Games,2017.0,0.0,1,2015,2,338
238460mrhuffenpuff,mrhuffenpuff,238460,BattleBlock Theater®,Action,The Behemoth,2014.0,14.99,1,2014,2,2040
311210mrhuffenpuff,mrhuffenpuff,311210,Call of Duty®: Black Ops III,Action,Treyarch,2015.0,59.99,0,2015,0,1163
620Vapas,Vapas,620,Portal 2,Action,Valve,2011.0,19.99,1,2014,1,1611
105600Vapas,Vapas,105600,Terraria,Action,Re-Logic,2011.0,9.99,1,2015,2,12941
220240Vapas,Vapas,220240,Far Cry 3,Action,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012.0,19.99,1,2014,2,933
234670Vapas,Vapas,234670,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,Action,CyberConnect2 Co. Ltd.,2013.0,19.99,1,2014,2,6230
272510Vapas,Vapas,272510,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,Action,"CyberConnect2 Co., Ltd.",2014.0,29.99,1,2014,1,1015
264200Vashaa,Vashaa,264200,One Finger Death Punch,Action,Silver Dollar Games,2014.0,4.99,1,2015,2,490
15120alasdair2013,alasdair2013,15120,Tom Clancy's Rainbow Six® Vegas 2,Action,Ubisoft Montreal,2008.0,9.99,1,2014,2,1214
2400alasdair2013,alasdair2013,2400,The Ship: Murder Party,Action,Outerlight Ltd.,2006.0,9.99,1,2014,1,645
263020alasdair2013,alasdair2013,263020,STARWHAL,Action,Breakfall,2014.0,11.99,1,2014,1,59
730iamavegan,iamavegan,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,1,36805
304930vegetox,vegetox,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,1,2015,1,114
35246076561198072496287,76561198072496287,352460,Dead Realm,Action,Section Studios,2015.0,14.99,1,2015,1,713
400076561198087507270,76561198087507270,4000,Garry's Mod,Indie,Facepunch Studios,2006.0,9.99,1,2014,1,42413
23832076561198087507270,76561198087507270,238320,Outlast,Action,Red Barrels,2013.0,19.99,1,2014,1,715
236110vengerfire,vengerfire,236110,Dungeon Defenders II,Action,Trendy Entertainment,2017.0,0.0,1,2015,1,30966
250320AkivaraRyuzaki,AkivaraRyuzaki,250320,The Wolf Among Us,Adventure,Telltale Games,2013.0,24.99,1,2015,2,22
221040AkivaraRyuzaki,AkivaraRyuzaki,221040,Resident Evil 6 / Biohazard 6,Action,Capcom,2013.0,29.99,1,2014,1,878
330830AkivaraRyuzaki,AkivaraRyuzaki,330830,Tales from the Borderlands,Adventure,Telltale Games,2014.0,24.99,1,2015,1,1184
368500AkivaraRyuzaki,AkivaraRyuzaki,368500,Assassin's Creed® Syndicate,Action,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",2015.0,39.99,1,2015,2,1144
33800076561197971285616,76561197971285616,338000,Echoes+,Action,"Binary Zoo,The Game Creators",2015.0,0.0,1,2015,2,68
37019076561197971285616,76561197971285616,370190,Ruzh Delta Z,Action,Pribuni,2015.0,0.0,1,2015,1,14
70400verrors,verrors,70400,Recettear: An Item Shop's Tale,RPG,EasyGameStation,2010.0,19.99,1,2014,0,6353
730verrors,verrors,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2012,1,14654
261030verrors,verrors,261030,The Walking Dead: Season 2,Adventure,Telltale Games,2013.0,24.99,1,2014,2,1131
2238076561197976177356,76561197976177356,22380,Fallout: New Vegas,Action,Obsidian Entertainment,2010.0,9.99,1,2011,1,3851
26555076561197976177356,76561197976177356,265550,Dead Rising 3 Apocalypse Edition,Action,Capcom Game Studio Vancouver,2014.0,29.99,0,2014,0,912
271590jnizzi,jnizzi,271590,Grand Theft Auto V,Action,Rockstar North,2015.0,39.99,1,2015,1,16238
250900Vertex02,Vertex02,250900,The Binding of Isaac: Rebirth,Action,"Nicalis, Inc.",2014.0,14.99,1,2015,1,7448
297130verticalibre,verticalibre,297130,Titan Souls,Action,Acid Nerve,2015.0,14.99,1,2015,1,117
730fung_bb,fung_bb,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,1,90240
4000AssassinOfTruth,AssassinOfTruth,4000,Garry's Mod,Indie,Facepunch Studios,2006.0,9.99,1,2014,0,53677
265930AssassinOfTruth,AssassinOfTruth,265930,Goat Simulator,Casual,Coffee Stain Studios,2014.0,9.99,1,2014,2,137
23243076561198052928427,76561198052928427,232430,Gone Home,Adventure,Fullbright,2013.0,14.99,1,2015,1,1184
4000Vexenite,Vexenite,4000,Garry's Mod,Indie,Facepunch Studios,2006.0,9.99,1,2013,1,30808
221100Vexenite,Vexenite,221100,DayZ,Action,Bohemia Interactive,2013.0,34.99,0,2013,0,899
31312076561198001768083,76561198001768083,313120,Stranded Deep,Adventure,Beam Team Games,2015.0,14.99,1,2015,2,70
73076561198068101386,76561198068101386,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,2,78635
730VictorSkou,VictorSkou,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,0,23529
30493012das,12das,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,1,2015,1,1713
303210_Enlightenment_,_Enlightenment_,303210,The Beginner's Guide,Adventure,Everything Unlimited Ltd.,2015.0,9.99,1,2015,1,139
34030Felipoi,Felipoi,34030,Napoleon: Total War™,Strategy,"The Creative Assembly,Feral Interactive (Mac)",2010.0,19.99,1,2014,1,7799
200210Felipoi,Felipoi,200210,Realm of the Mad God,Action,Wild Shadow Studios,2012.0,0.0,0,2014,1,259
242860Felipoi,Felipoi,242860,Verdun,Action,"M2H,Blackmill Games",2015.0,24.99,1,2014,1,1343
316430Felipoi,Felipoi,316430,Battle of Empires : 1914-1918,Action,Great War Team,2015.0,8.99,1,2015,2,6195
287700dontdisturbthecoffee,dontdisturbthecoffee,287700,METAL GEAR SOLID V: THE PHANTOM PAIN,Action,Konami Digital Entertainment,2015.0,19.99,1,2015,1,25207
220Vicnick,Vicnick,220,Half-Life 2,Action,Valve,2004.0,9.99,1,2014,2,2351
20026076561197996932711,76561197996932711,200260,Batman: Arkham City - Game of the Year Edition,Action,"Rocksteady Studios,Feral Interactive (Mac)",2012.0,19.99,1,2014,1,4251
24839076561198074076427,76561198074076427,248390,Craft The World,Indie,Dekovir Entertainment,2014.0,18.99,1,2015,2,1203
220geroucien,geroucien,220,Half-Life 2,Action,Valve,2004.0,9.99,1,2014,1,1436
7670geroucien,geroucien,7670,BioShock™,Action,"2K Boston,2K Australia",2007.0,19.99,1,2014,1,3993
8850geroucien,geroucien,8850,BioShock® 2,Action,"2K Marin,2K China,Digital Extremes,2K Australia,Feral Interactive (Mac)",2010.0,19.99,1,2014,1,1911
8870geroucien,geroucien,8870,BioShock Infinite,Action,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013.0,29.99,1,2014,1,8311
317400geroucien,geroucien,317400,Portal Stories: Mel,Action,Prism Game Studios Ltd.,2015.0,0.0,1,2015,2,769
319510geroucien,geroucien,319510,Five Nights at Freddy's,Indie,Scott Cawthon,2014.0,4.99,1,2015,1,388
550jesus-cristo,jesus-cristo,550,Left 4 Dead 2,Action,Valve,2009.0,19.99,1,2013,1,5019
24154076561198065746586,76561198065746586,241540,State of Decay,Action,Undead Labs,2013.0,13.98,1,2014,2,2425
26842076561198065746586,76561198065746586,268420,Aura Kingdom,Adventure,X-Legend,2014.0,0.0,1,2015,1,404
24286076561198050727619,76561198050727619,242860,Verdun,Action,"M2H,Blackmill Games",2015.0,24.99,1,2014,2,2505
2424076561198094345587,76561198094345587,24240,PAYDAY™ The Heist,Action,OVERKILL Software,2011.0,14.99,1,2015,2,1977
4000blackviper8881,blackviper8881,4000,Garry's Mod,Indie,Facepunch Studios,2006.0,9.99,1,2014,0,12355
27490076561198072822539,76561198072822539,274900,Murder Miners,Action,JForce Games,2014.0,0.99,1,2014,2,1936
39341076561198097466813,76561198097466813,393410,World of Soccer online,Action,Johannes Eski,2015.0,0.0,1,2015,2,127
220240recoilcomaero,recoilcomaero,220240,Far Cry 3,Action,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012.0,19.99,1,2015,0,805
230410recoilcomaero,recoilcomaero,230410,Warframe,Action,Digital Extremes,2013.0,0.0,1,2014,2,8121
224600recoilcomaero,recoilcomaero,224600,Defiance,Action,"Trion Worlds, Inc.",2014.0,0.0,1,2014,2,1660
8870FoxAndVixen,FoxAndVixen,8870,BioShock Infinite,Action,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013.0,29.99,1,2015,2,567
730wasthisusernametaken,wasthisusernametaken,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,0,12256
265930wasthisusernametaken,wasthisusernametaken,265930,Goat Simulator,Casual,Coffee Stain Studios,2014.0,9.99,1,2015,2,57
24880037755753,37755753,248800,Dysfunctional Systems: Learning to Manage Chaos,Adventure,Dischan Media,2013.0,4.99,1,2014,2,918
31843037755753,37755753,318430,Squishy the Suicidal Pig,Adventure,"Tomi Maarela,Elias Viglione",2014.0,1.99,1,2015,0,673
73037755753,37755753,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,0,2015,1,51160
400gabrielpadovani11,gabrielpadovani11,400,Portal,Action,Valve,2007.0,9.99,1,2014,1,717
550gabrielpadovani11,gabrielpadovani11,550,Left 4 Dead 2,Action,Valve,2009.0,19.99,1,2013,1,1362
252490gabrielpadovani11,gabrielpadovani11,252490,Rust,Action,Facepunch Studios,2013.0,19.99,1,2014,2,7202
319510gabrielpadovani11,gabrielpadovani11,319510,Five Nights at Freddy's,Indie,Scott Cawthon,2014.0,4.99,1,2014,1,359
332800gabrielpadovani11,gabrielpadovani11,332800,Five Nights at Freddy's 2,Indie,Scott Cawthon,2014.0,7.99,1,2015,1,352
354140gabrielpadovani11,gabrielpadovani11,354140,Five Nights at Freddy's 3,Action,Scott Cawthon,2015.0,7.99,1,2015,2,358
201810eledga,eledga,201810,Wolfenstein: The New Order,Action,Machine Games,2014.0,19.99,1,2015,1,744
369580eledga,eledga,369580,NotGTAV,Casual,NotGames,2015.0,2.99,1,2015,1,7
218230voncrumb,voncrumb,218230,PlanetSide 2,Action,Daybreak Game Company,2012.0,0.0,1,2015,1,4725
248820voncrumb,voncrumb,248820,Risk of Rain,Action,"Hopoo Games, LLC",2013.0,9.99,1,2015,1,5615
299360voncrumb,voncrumb,299360,Block N Load,Action,"Jagex,Artplant",2015.0,0.0,0,2015,1,2564
346010voncrumb,voncrumb,346010,Besiege,Indie,Spiderling Studios,2015.0,7.99,1,2015,0,8262
550VBDJCHDVGMIF,VBDJCHDVGMIF,550,Left 4 Dead 2,Action,Valve,2009.0,19.99,1,2013,2,2215
265930jewhue,jewhue,265930,Goat Simulator,Casual,Coffee Stain Studios,2014.0,9.99,1,2014,2,220
21547076561198071337230,76561198071337230,215470,Primal Carnage,Action,Lukewarm Media,2012.0,7.99,1,2014,2,2633
34611076561198071337230,76561198071337230,346110,ARK: Survival Evolved,Action,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2017.0,59.99,1,2015,2,62216
730pencilspankerjunior,pencilspankerjunior,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,2,85988
261030voshi_nova,voshi_nova,261030,The Walking Dead: Season 2,Adventure,Telltale Games,2013.0,24.99,1,2015,1,453
55076561198042666584,76561198042666584,550,Left 4 Dead 2,Action,Valve,2009.0,19.99,1,2015,1,15415
22024076561198042666584,76561198042666584,220240,Far Cry 3,Action,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012.0,19.99,1,2015,1,878
73076561198042666584,76561198042666584,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,0,15260
30493076561198042666584,76561198042666584,304930,Unturned,Action,Smartly Dressed Games,2017.0,0.0,1,2015,2,8449
20642076561198042666584,76561198042666584,206420,Saints Row IV,Action,Deep Silver Volition,2013.0,14.99,1,2015,1,1911
22554076561198042666584,76561198042666584,225540,Just Cause™ 3,Action,Avalanche Studios,2015.0,49.99,1,2015,1,3098
27159076561198042666584,76561198042666584,271590,Grand Theft Auto V,Action,Rockstar North,2015.0,39.99,1,2015,1,30486
232090Vulpinatrose,Vulpinatrose,232090,Killing Floor 2,Action,Tripwire Interactive,2016.0,29.99,1,2015,1,761
221640vxwolf368,vxwolf368,221640,Super Hexagon,Action,Terry Cavanagh,2012.0,2.99,1,2015,0,953
73076561198064702734,76561198064702734,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,1,21854
4000LBWaffles,LBWaffles,4000,Garry's Mod,Indie,Facepunch Studios,2006.0,9.99,1,2015,0,36630
22300LBWaffles,LBWaffles,22300,Fallout 3,RPG,Bethesda Game Studios,2008.0,9.99,1,2015,1,985
550LBWaffles,LBWaffles,550,Left 4 Dead 2,Action,Valve,2009.0,19.99,1,2015,1,1680
730LBWaffles,LBWaffles,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,1,29173
250260wagzy,wagzy,250260,Jazzpunk: Director's Cut,Adventure,Necrophone Games,2014.0,14.99,1,2014,2,135
252490wagzy,wagzy,252490,Rust,Action,Facepunch Studios,2013.0,19.99,1,2014,1,4006
261030wagzy,wagzy,261030,The Walking Dead: Season 2,Adventure,Telltale Games,2013.0,24.99,1,2013,2,689
265930wagzy,wagzy,265930,Goat Simulator,Casual,Coffee Stain Studios,2014.0,9.99,1,2014,1,325
288470wagzy,wagzy,288470,Fable Anniversary,RPG,Lionhead Studios,2014.0,34.99,1,2014,1,804
245490wagzy,wagzy,245490,Trials Fusion™,Racing,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",2014.0,19.99,1,2014,2,4724
330830wagzy,wagzy,330830,Tales from the Borderlands,Adventure,Telltale Games,2014.0,24.99,1,2014,2,636
271590wagzy,wagzy,271590,Grand Theft Auto V,Action,Rockstar North,2015.0,39.99,1,2015,1,2428
20403076561198071158212,76561198071158212,204030,Fable - The Lost Chapters,Action,Lionhead Studios,2011.0,9.99,1,2014,2,736
20908076561198071158212,76561198071158212,209080,Guns of Icarus Online,Action,Muse Games,2012.0,4.99,0,2014,1,511
20021076561198071158212,76561198071158212,200210,Realm of the Mad God,Action,Wild Shadow Studios,2012.0,0.0,0,2014,1,227
222880WaliWan,WaliWan,222880,Insurgency,Action,New World Interactive,2014.0,9.99,1,2015,1,651
39120Walker1183,Walker1183,39120,RIFT,Free to Play,Trion Worlds,2013.0,0.0,1,2013,2,3335
23209076561198078205345,76561198078205345,232090,Killing Floor 2,Action,Tripwire Interactive,2016.0,29.99,1,2015,2,1027
10130Foxxy346,Foxxy346,10130,TimeShift™,Action,Saber Interactive,2007.0,19.99,1,2015,2,844
218230Foxxy346,Foxxy346,218230,PlanetSide 2,Action,Daybreak Game Company,2012.0,0.0,0,2015,2,1880
209870Foxxy346,Foxxy346,209870,Blacklight: Retribution,Action,Hardsuit Labs,2012.0,0.0,0,2015,2,4284
209160Foxxy346,Foxxy346,209160,Call of Duty®: Ghosts,Action,Infinity Ward,2014.0,59.99,1,2014,0,1555
227940Foxxy346,Foxxy346,227940,Heroes & Generals,Action,Reto-Moto,2016.0,0.0,0,2015,0,145
550SirMicrowavee,SirMicrowavee,550,Left 4 Dead 2,Action,Valve,2009.0,19.99,1,2013,1,3351
219640SirMicrowavee,SirMicrowavee,219640,Chivalry: Medieval Warfare,Action,Torn Banner Studios,2012.0,24.99,1,2013,1,488
237590SirMicrowavee,SirMicrowavee,237590,R.I.P.D.: The Game,Action,Old School Games,2013.0,9.99,0,2014,1,43
298240SirMicrowavee,SirMicrowavee,298240,Red Crucible®: Firestorm,Action,"Rocketeer Games Studio, LLC",2015.0,0.0,0,2015,0,10
344760WarpedTech,WarpedTech,344760,Reign Of Kings,Action,Code}{atch,2015.0,19.99,1,2015,0,26
20952076561198079662648,76561198079662648,209520,Mini Motor Racing EVO,Casual,The Binary Mill,2013.0,4.99,1,2013,0,663
221640subsonicsnigger,subsonicsnigger,221640,Super Hexagon,Action,Terry Cavanagh,2012.0,2.99,1,2014,2,551
252490subsonicsnigger,subsonicsnigger,252490,Rust,Action,Facepunch Studios,2013.0,19.99,1,2015,1,5030
211820subsonicsnigger,subsonicsnigger,211820,Starbound,Action,Chucklefish,2016.0,14.99,1,2015,1,7900
273110subsonicsnigger,subsonicsnigger,273110,Counter-Strike Nexon: Zombies,Action,Nexon,2014.0,0.0,0,2014,0,23
320140subsonicsnigger,subsonicsnigger,320140,Absolute Drift,Action,"Funselektor Labs Inc.,FlippFly",2015.0,11.99,1,2015,2,1100
21207076561198082794606,76561198082794606,212070,Star Conflict,Action,Star Gem Inc.,2013.0,0.0,1,2014,2,540
21915076561198060207360,76561198060207360,219150,Hotline Miami,Action,Dennaton Games,2012.0,9.99,1,2014,1,1806
27045076561198060207360,76561198060207360,270450,Robot Roller-Derby Disco Dodgeball,Action,Erik Asmussen,2015.0,9.99,1,2014,2,3295
8930Ryan264,Ryan264,8930,Sid Meier's Civilization® V,Strategy,"Firaxis Games,Aspyr (Mac, Linux)",2010.0,29.99,1,2015,1,13654
239820Ryan264,Ryan264,239820,Game Dev Tycoon,Casual,Greenheart Games,2013.0,9.99,1,2014,2,1553
40970Ryan264,Ryan264,40970,Stronghold Crusader HD,Simulation,FireFly Studios,2002.0,9.99,1,2015,2,883
339800Ryan264,Ryan264,339800,HuniePop,Indie,HuniePot,2015.0,9.99,1,2015,1,817
313120thewattles,thewattles,313120,Stranded Deep,Adventure,Beam Team Games,2015.0,14.99,1,2015,2,123
105600wazfu,wazfu,105600,Terraria,Action,Re-Logic,2011.0,9.99,1,2015,2,6166
207140wazfu,wazfu,207140,SpeedRunners,Action,DoubleDutch Games,2016.0,14.99,1,2014,1,1165
4000ultrabrightgaming,ultrabrightgaming,4000,Garry's Mod,Indie,Facepunch Studios,2006.0,9.99,1,2013,2,12406
12200ultrabrightgaming,ultrabrightgaming,12200,Bully: Scholarship Edition,Action,Rockstar New England,2008.0,14.99,1,2013,1,543
204300ultrabrightgaming,ultrabrightgaming,204300,Awesomenauts - the 2D moba,Action,Ronimo Games,2012.0,0.0,0,2013,1,898
49520ultrabrightgaming,ultrabrightgaming,49520,Borderlands 2,Action,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012.0,19.99,1,2013,2,6535
113400ultrabrightgaming,ultrabrightgaming,113400,APB Reloaded,Action,Reloaded Productions,2011.0,0.0,1,2013,1,4057
236850webs-is-a-fucking-mess,webs-is-a-fucking-mess,236850,Europa Universalis IV,Simulation,Paradox Development Studio,2013.0,39.99,1,2014,0,46786
319630webs-is-a-fucking-mess,webs-is-a-fucking-mess,319630,Life is Strange - Episode 1,Action,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2015.0,0.0,1,2015,2,675
28280045544554455445,45544554455445,282800,100% Orange Juice,Indie,Orange_Juice,2013.0,6.99,1,2014,1,1231
49520weels1566,weels1566,49520,Borderlands 2,Action,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012.0,19.99,1,2014,0,12350
212680arv,arv,212680,FTL: Faster Than Light,Indie,Subset Games,2012.0,9.99,1,2014,0,5111
203770arv,arv,203770,Crusader Kings II,RPG,Paradox Development Studio,2012.0,39.99,1,2014,2,5796
20297076561198060678051,76561198060678051,202970,Call of Duty®: Black Ops II,Action,Treyarch,2012.0,59.99,1,2014,2,774
20297076561198060678051,76561198060678051,202970,Call of Duty®: Black Ops II,Action,Treyarch,2012.0,59.99,1,2014,2,774
20297076561198060678051,76561198060678051,202970,Call of Duty®: Black Ops II,Action,Treyarch,2012.0,59.99,1,2014,2,774
20297076561198060678051,76561198060678051,202970,Call of Duty®: Black Ops II,Action,Treyarch,2012.0,59.99,1,2014,2,774
21182076561198060134216,76561198060134216,211820,Starbound,Action,Chucklefish,2016.0,14.99,1,2015,0,3054
31280SherbetSnek,SherbetSnek,31280,Poker Night at the Inventory,Casual,Telltale Games,2010.0,4.99,1,2014,1,179
113200SherbetSnek,SherbetSnek,113200,The Binding of Isaac,Action,Edmund McMillen and Florian Himsl,2011.0,4.99,1,2014,2,787
301520SherbetSnek,SherbetSnek,301520,Robocraft,Action,Freejam,2017.0,0.0,1,2015,0,1132
310080SherbetSnek,SherbetSnek,310080,Hatoful Boyfriend,Casual,"Mediatonic,Hato Moa,The Irregular Corporation",2014.0,9.99,1,2015,1,692
28207076561198056843351,76561198056843351,282070,This War of Mine,Adventure,11 bit studios,2014.0,19.99,1,2014,2,610
730weMAD,weMAD,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2013,1,12213
237930wwere,wwere,237930,Transistor,Action,Supergiant Games,2014.0,19.99,1,2014,2,439
211820Wertizl,Wertizl,211820,Starbound,Action,Chucklefish,2016.0,14.99,1,2014,0,564
620spudkins,spudkins,620,Portal 2,Action,Valve,2011.0,19.99,1,2014,2,2890
201810AUFC,AUFC,201810,Wolfenstein: The New Order,Action,Machine Games,2014.0,19.99,1,2015,2,1120
55076561198036077253,76561198036077253,550,Left 4 Dead 2,Action,Valve,2009.0,19.99,1,2013,2,3816
893076561198013261893,76561198013261893,8930,Sid Meier's Civilization® V,Strategy,"Firaxis Games,Aspyr (Mac, Linux)",2010.0,29.99,1,2013,2,11566
24857076561198087438032,76561198087438032,248570,Toribash,Action,Nabi Studios,2006.0,0.0,1,2014,1,356
887076561198087438032,76561198087438032,8870,BioShock Infinite,Action,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013.0,29.99,1,2014,2,608
224960SlapMyAssAndCallMeSusan,SlapMyAssAndCallMeSusan,224960,Tomb Raider I,Action,Core Design,2012.0,6.99,1,2013,1,62
39690TheWhipster,TheWhipster,39690,ArcaniA,RPG,Spellbound Studios,2010.0,19.99,1,2010,1,1527
102500TheWhipster,TheWhipster,102500,Kingdoms of Amalur: Reckoning™,Action,"Big Huge Games,38 Studios",2012.0,19.99,1,2013,2,4055
10150grimnixilis,grimnixilis,10150,Prototype™,Action,Radical Entertainment,2009.0,19.99,1,2014,2,1724
620grimnixilis,grimnixilis,620,Portal 2,Action,Valve,2011.0,19.99,1,2014,2,3463
24240grimnixilis,grimnixilis,24240,PAYDAY™ The Heist,Action,OVERKILL Software,2011.0,14.99,1,2014,2,1449
730kyslolxd,kyslolxd,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,1,32961
21813010936543792,10936543792,218130,Dungeonland,Action,Critical Studio,2013.0,0.0,1,2013,2,998
30152010936543792,10936543792,301520,Robocraft,Action,Freejam,2017.0,0.0,1,2014,2,239
200210Why_Not_Zoidberg,Why_Not_Zoidberg,200210,Realm of the Mad God,Action,Wild Shadow Studios,2012.0,0.0,1,2014,2,96634
209650Why_Not_Zoidberg,Why_Not_Zoidberg,209650,Call of Duty®: Advanced Warfare - Gold Edition,Action,"Sledgehammer Games,Raven Software",2014.0,59.99,0,2015,0,49
24960youareTERRIBLE,youareTERRIBLE,24960,Battlefield: Bad Company™ 2,Action,DICE,2010.0,19.99,0,2014,0,587
214870youareTERRIBLE,youareTERRIBLE,214870,Painkiller Hell & Damnation,Action,The Farm 51,2012.0,19.99,1,2015,2,406
234710youareTERRIBLE,youareTERRIBLE,234710,Poker Night 2,Casual,Telltale Games,2013.0,4.99,1,2014,0,797
250180youareTERRIBLE,youareTERRIBLE,250180,METAL SLUG 3,Action,"SNK CORPORATION,DotEmu",2014.0,7.99,1,2014,2,775
317360youareTERRIBLE,youareTERRIBLE,317360,Double Action: Boogaloo,Action,Double Action Factory,2014.0,0.0,1,2014,1,123
27159076561198042997251,76561198042997251,271590,Grand Theft Auto V,Action,Rockstar North,2015.0,39.99,1,2015,0,998
22460076561198045983131,76561198045983131,224600,Defiance,Action,"Trion Worlds, Inc.",2014.0,0.0,1,2013,2,14391
221100william079,william079,221100,DayZ,Action,Bohemia Interactive,2013.0,34.99,1,2015,2,6195
730PBCharlie,PBCharlie,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,1,222269
20761076561198083615276,76561198083615276,207610,The Walking Dead,Adventure,Telltale Games,2012.0,24.99,1,2014,1,1634
23041076561198083615276,76561198083615276,230410,Warframe,Action,Digital Extremes,2013.0,0.0,1,2014,0,3867
22024076561198083615276,76561198083615276,220240,Far Cry 3,Action,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012.0,19.99,1,2014,1,1306
730WillZENex,WillZENex,730,Counter-Strike: Global Offensive,Action,Valve,2012.0,14.99,1,2015,2,55191
233270tog02,tog02,233270,Far Cry 3 - Blood Dragon,Action,Ubisoft Montreal,2013.0,14.99,0,2014,1,489
32430dothed4nnydance,dothed4nnydance,32430,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,Action,"LucasArts,Aspyr Studios",2009.0,19.99,0,2015,1,481
245280dothed4nnydance,dothed4nnydance,245280,ENSLAVED™: Odyssey to the West™ Premium Edition,Action,Ninja Theory,2013.0,19.99,1,2015,1,416
550dothed4nnydance,dothed4nnydance,550,Left 4 Dead 2,Action,Valve,2009.0,19.99,1,2014,1,1101
